child_sku,parent_sku,nama_blend,season,kategori,ukuran,grind_size,harga_idr,berat_bersih_g,deskripsi_singkat
S-WIN-046-200-CRS,S-WIN-046,Serenity Winter Select,Winter,Seasonal Blend,200g,Coarse,64000,200,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses de..."
S-WIN-046-200-MED,S-WIN-046,Serenity Winter Select,Winter,Seasonal Blend,200g,Medium,64500,200,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses de..."
S-WIN-046-200-FIN,S-WIN-046,Serenity Winter Select,Winter,Seasonal Blend,200g,Fine,65000,200,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses de..."
S-WIN-046-200-XF,S-WIN-046,Serenity Winter Select,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses de..."
S-WIN-046-500-WB,S-WIN-046,Serenity Winter Select,Winter,Seasonal Blend,500g,Whole Bean,140000,500,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses de..."
S-WIN-046-500-CRS,S-WIN-046,Serenity Winter Select,Winter,Seasonal Blend,500g,Coarse,142000,500,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses de..."
S-WIN-046-500-MED,S-WIN-046,Serenity Winter Select,Winter,Seasonal Blend,500g,Medium,142500,500,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses de..."
S-WIN-046-500-FIN,S-WIN-046,Serenity Winter Select,Winter,Seasonal Blend,500g,Fine,143000,500,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses de..."
S-WIN-046-500-XF,S-WIN-046,Serenity Winter Select,Winter,Seasonal Blend,500g,Extra Fine,143500,500,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses de..."
S-WIN-046-1K-WB,S-WIN-046,Serenity Winter Select,Winter,Seasonal Blend,1kg,Whole Bean,255000,1000,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses de..."
S-WIN-046-1K-CRS,S-WIN-046,Serenity Winter Select,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses de..."
S-WIN-046-1K-MED,S-WIN-046,Serenity Winter Select,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses de..."
S-WIN-046-1K-FIN,S-WIN-046,Serenity Winter Select,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses de..."
S-WIN-046-1K-XF,S-WIN-046,Serenity Winter Select,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses de..."
S-WIN-047-100-WB,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-100-CRS,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,100g,Coarse,37000,100,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-100-MED,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,100g,Medium,37500,100,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-100-FIN,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,100g,Fine,38000,100,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-100-XF,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,100g,Extra Fine,38500,100,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-200-WB,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,200g,Whole Bean,62000,200,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-200-CRS,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,200g,Coarse,64000,200,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-200-MED,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,200g,Medium,64500,200,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-200-FIN,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,200g,Fine,65000,200,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-200-XF,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-500-WB,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,500g,Whole Bean,140000,500,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-500-CRS,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,500g,Coarse,142000,500,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-500-MED,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,500g,Medium,142500,500,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-500-FIN,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,500g,Fine,143000,500,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-500-XF,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,500g,Extra Fine,143500,500,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-1K-WB,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,1kg,Whole Bean,255000,1000,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-1K-CRS,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-1K-MED,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-1K-FIN,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-047-1K-XF,S-WIN-047,Elysian Winter Signature,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger d..."
S-WIN-048-100-WB,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-100-CRS,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,100g,Coarse,37000,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-100-MED,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,100g,Medium,37500,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-100-FIN,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,100g,Fine,38000,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-100-XF,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,100g,Extra Fine,38500,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-200-WB,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,200g,Whole Bean,62000,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-200-CRS,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,200g,Coarse,64000,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-200-MED,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,200g,Medium,64500,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-200-FIN,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,200g,Fine,65000,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-200-XF,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-500-WB,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,500g,Whole Bean,140000,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-500-CRS,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,500g,Coarse,142000,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-500-MED,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,500g,Medium,142500,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-500-FIN,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,500g,Fine,143000,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-500-XF,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,500g,Extra Fine,143500,500,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-1K-WB,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,1kg,Whole Bean,255000,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-1K-CRS,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-1K-MED,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-1K-FIN,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-048-1K-XF,S-WIN-048,Golden Winter Story,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. D..."
S-WIN-049-100-WB,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-100-CRS,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,100g,Coarse,37000,100,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-100-MED,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,100g,Medium,37500,100,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-100-FIN,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,100g,Fine,38000,100,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-100-XF,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,100g,Extra Fine,38500,100,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-200-WB,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,200g,Whole Bean,62000,200,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-200-CRS,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,200g,Coarse,64000,200,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-200-MED,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,200g,Medium,64500,200,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-200-FIN,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,200g,Fine,65000,200,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-200-XF,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-500-WB,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,500g,Whole Bean,140000,500,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-500-CRS,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,500g,Coarse,142000,500,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-500-MED,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,500g,Medium,142500,500,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-500-FIN,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,500g,Fine,143000,500,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-500-XF,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,500g,Extra Fine,143500,500,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-1K-WB,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,1kg,Whole Bean,255000,1000,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-1K-CRS,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-1K-MED,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-1K-FIN,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-049-1K-XF,S-WIN-049,Highland Winter Chapter,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampi..."
S-WIN-050-100-WB,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-100-CRS,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,100g,Coarse,37000,100,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-100-MED,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,100g,Medium,37500,100,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-100-FIN,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,100g,Fine,38000,100,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-100-XF,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,100g,Extra Fine,38500,100,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-200-WB,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,200g,Whole Bean,62000,200,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-200-CRS,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,200g,Coarse,64000,200,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-200-MED,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,200g,Medium,64500,200,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-200-FIN,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,200g,Fine,65000,200,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-200-XF,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-500-WB,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,500g,Whole Bean,140000,500,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-500-CRS,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,500g,Coarse,142000,500,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-500-MED,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,500g,Medium,142500,500,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-500-FIN,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,500g,Fine,143000,500,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-500-XF,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,500g,Extra Fine,143500,500,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-1K-WB,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,1kg,Whole Bean,255000,1000,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-1K-CRS,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-1K-MED,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-1K-FIN,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-050-1K-XF,S-WIN-050,Primal Winter Chapter,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Dip..."
S-WIN-051-100-WB,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-100-CRS,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,100g,Coarse,37000,100,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-100-MED,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,100g,Medium,37500,100,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-100-FIN,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,100g,Fine,38000,100,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-100-XF,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,100g,Extra Fine,38500,100,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-200-WB,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,200g,Whole Bean,62000,200,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-200-CRS,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,200g,Coarse,64000,200,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-200-MED,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,200g,Medium,64500,200,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-200-FIN,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,200g,Fine,65000,200,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-200-XF,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-500-WB,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,500g,Whole Bean,140000,500,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-500-CRS,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,500g,Coarse,142000,500,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-500-MED,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,500g,Medium,142500,500,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-500-FIN,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,500g,Fine,143000,500,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-500-XF,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,500g,Extra Fine,143500,500,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-1K-WB,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,1kg,Whole Bean,255000,1000,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-1K-CRS,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-1K-MED,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-1K-FIN,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-051-1K-XF,S-WIN-051,Equator Winter Chapter,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Uli..."
S-WIN-052-100-WB,S-WIN-052,Velvet Winter Reserve,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja K..."
